season,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,league_name,league_id,team_name,team_id,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,xG,xGA,SoTA,Saves,Save%,PSxG,PSxG+/-,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,CrsPA,PrgP,KP,pass_3rd,Sw,Crs,TB,CK,SCA,GCA,Tkl,TklW,Tkl_Def_3rd,Tkl_Att_3rd,Blocks,Int,Clr,Err,Touches_Att_3rd,PrgC,Carries_Att_3rd,Mis,Dis,Fls,Off,Recov,Won%
2015,2015-04-09,21:45,Libertadores,Second stage,Thu,Home,W,2,0,co Santa Fe,,,,,Andrés Cunha,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-04-15,20:00,Libertadores,Second stage,Wed,Away,L,0,1,mx Atlas,,10000.0,,,Patricio Loustau,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-04-22,19:45,Libertadores,Second stage,Wed,Home,W,2,0,cl Colo-Colo,,21274.0,,4-2-3-1,Carlos Vera,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-05-06,22:00,Libertadores,Round of 16,Wed,Home,D,2,2,br Internacional,,23000.0,,,Wilmar Roldán,Match Report,Leg 1 of 2,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-05-09,18:30,Série A,Matchweek 1,Sat,Away,D,2,2,Palmeiras,51.0,28781.0,,4-2-3-1,Felipe Gomes da Silva,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-05-13,22:00,Libertadores,Round of 16,Wed,Away,L,1,3,br Internacional,,34000.0,,,Julio Bascuñán,Match Report,Leg 2 of 2; Internacional won,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-05-17,16:00,Série A,Matchweek 2,Sun,Home,W,4,1,Fluminense,53.0,11958.0,,4-2-3-1,Anderson Daronco,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-05-24,16:00,Série A,Matchweek 3,Sun,Away,L,0,1,Ath Paranaense,64.0,13510.0,,4-2-3-1,Thiago Duarte Peixoto,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-05-31,16:00,Série A,Matchweek 4,Sun,Home,W,3,0,Vasco da Gama,52.0,17958.0,,4-2-3-1,Alisson Sidnei Furtado,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-06-03,22:00,Série A,Matchweek 5,Wed,Away,W,4,1,Avaí,55.0,7101.0,,4-2-3-1,Pablo Dos Santos Alves,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-06-06,18:30,Série A,Matchweek 6,Sat,Home,L,1,3,Cruzeiro,64.0,20092.0,,4-2-3-1,Marcelo de Lima Henrique,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-06-10,19:30,Série A,Matchweek 7,Wed,Home,D,2,2,Santos,61.0,10536.0,,4-2-3-1,Wilton Sampaio,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-06-20,16:30,Série A,Matchweek 8,Sat,Away,W,2,0,Flamengo,46.0,42318.0,,4-1-4-1,Thiago Duarte Peixoto,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-06-28,11:00,Série A,Matchweek 9,Sun,Home,W,1,0,Joinville,61.0,55987.0,,4-2-3-1,Emerson Luiz Sobral,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-07-01,21:00,Série A,Matchweek 10,Wed,Home,W,2,0,Coritiba,59.0,13309.0,,4-2-3-1,Braulio da Silva Machado,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-07-05,18:30,Série A,Matchweek 11,Sun,Away,W,3,1,Internacional,54.0,16812.0,,4-2-3-1,Raphael Claus,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-07-08,22:00,Série A,Matchweek 12,Wed,Home,W,2,1,Sport Recife,53.0,50684.0,,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-07-11,21:00,Série A,Matchweek 13,Sat,Away,W,2,0,Ponte Preta,55.0,4733.0,,4-2-3-1,Rodolpho Toski Marques,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-07-18,21:00,Série A,Matchweek 14,Sat,Away,L,0,1,Corinthians,55.0,36280.0,,4-2-3-1,Anderson Daronco,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-07-25,21:00,Série A,Matchweek 15,Sat,Home,W,1,0,Figueirense,62.0,16056.0,,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-07-29,22:00,Série A,Matchweek 16,Wed,Home,W,3,1,São Paulo,49.0,47606.0,,4-3-2-1,Dewson Fernando Freitas da Silva,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-08-09,16:00,Série A,Matchweek 17,Sun,Away,D,0,0,Goiás,62.0,7762.0,,4-2-3-1,Raphael Claus,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-08-13,21:00,Série A,Matchweek 18,Thu,Home,L,0,2,Grêmio,59.0,49047.0,,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-08-16,18:30,Série A,Matchweek 19,Sun,Away,L,1,2,Chapecoense,62.0,8133.0,,4-2-3-1,Marcos Andre Gomes da Penha,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-08-23,18:30,Série A,Matchweek 20,Sun,Home,W,2,1,Palmeiras,54.0,17464.0,,4-2-3-1,Sandro Ricci,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-08-30,16:00,Série A,Matchweek 21,Sun,Away,W,2,1,Fluminense,57.0,20533.0,,4-2-3-1,Marielson Alves Silva,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-09-02,21:00,Série A,Matchweek 22,Wed,Home,L,0,1,Ath Paranaense,51.0,12064.0,,4-2-3-1,Marcelo de Lima Henrique,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-09-05,19:30,Série A,Matchweek 23,Sat,Away,W,2,1,Vasco da Gama,50.0,8768.0,,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-09-09,19:30,Série A,Matchweek 24,Wed,Home,W,2,0,Avaí,59.0,10388.0,,4-2-3-1,Luis Teixeira Rocha,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-09-13,16:00,Série A,Matchweek 25,Sun,Away,D,1,1,Cruzeiro,57.0,45991.0,,4-2-3-1,Leandro Pedro Vuaden,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-09-16,22:00,Série A,Matchweek 26,Wed,Away,L,0,4,Santos,58.0,6179.0,,4-1-4-1,Heber Roberto Lopes,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-09-20,16:00,Série A,Matchweek 27,Sun,Home,W,4,1,Flamengo,49.0,20203.0,,4-2-3-1,Sandro Ricci,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-09-27,16:00,Série A,Matchweek 28,Sun,Away,D,2,2,Joinville,53.0,7486.0,,4-2-3-1,Raphael Claus,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-10-03,18:30,Série A,Matchweek 29,Sat,Away,W,3,0,Coritiba,46.0,14469.0,,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-10-14,19:30,Série A,Matchweek 30,Wed,Home,W,2,1,Internacional,75.0,19023.0,,4-2-3-1,André Luiz de Freitas Castro,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-10-18,17:30,Série A,Matchweek 31,Sun,Away,L,1,4,Sport Recife,55.0,15459.0,,4-2-3-1,Wilton Sampaio,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-10-25,19:30,Série A,Matchweek 32,Sun,Home,W,2,1,Ponte Preta,52.0,13232.0,,4-2-3-1,Sandro Ricci,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-11-01,17:00,Série A,Matchweek 33,Sun,Home,L,0,3,Corinthians,61.0,21798.0,,4-2-3-1,Heber Roberto Lopes,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-11-08,17:00,Série A,Matchweek 34,Sun,Away,W,1,0,Figueirense,60.0,11556.0,,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-11-19,22:00,Série A,Matchweek 35,Thu,Away,L,2,4,São Paulo,51.0,18217.0,,4-2-3-1,Leandro Pedro Vuaden,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-11-22,17:00,Série A,Matchweek 36,Sun,Home,D,2,2,Goiás,67.0,9373.0,,4-2-3-1,Nielson Nogueira Dias,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-11-29,17:00,Série A,Matchweek 37,Sun,Away,L,1,2,Grêmio,40.0,36862.0,,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-12-06,17:00,Série A,Matchweek 38,Sun,Home,W,3,0,Chapecoense,56.0,32229.0,,4-2-3-1,Wilton Sampaio,Match Report,,brasileirao,24,atletico_mineiro,422bb734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-05-10,11:00,Série A,Matchweek 1,Sun,Home,D,3,3,Ponte Preta,56.0,13164.0,,4-2-3-1,Heber Roberto Lopes,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-05-16,18:30,Série A,Matchweek 2,Sat,Away,L,0,2,Coritiba,56.0,11785.0,,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-05-23,21:00,Série A,Matchweek 3,Sat,Home,W,1,0,Figueirense,62.0,8336.0,,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-05-31,16:00,Série A,Matchweek 4,Sun,Away,D,1,1,Goiás,59.0,4511.0,,4-2-3-1,Anderson Daronco,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-06-03,22:00,Série A,Matchweek 5,Wed,Home,W,3,1,Corinthians,38.0,17971.0,,4-4-2,Wilton Sampaio,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-06-06,22:00,Série A,Matchweek 6,Sat,Away,L,0,2,São Paulo,40.0,16917.0,,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-06-14,16:00,Série A,Matchweek 7,Sun,Home,W,2,1,Ath Paranaense,56.0,17781.0,,4-4-1-1,Marcos Andre Gomes da Penha,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-06-20,21:00,Série A,Matchweek 8,Sat,Home,W,1,0,Palmeiras,49.0,20814.0,,4-2-3-1,Raphael Claus,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-06-27,16:00,Série A,Matchweek 9,Sat,Away,W,2,1,Avaí,50.0,11221.0,,4-2-3-1,Marcelo de Lima Henrique,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-07-01,22:00,Série A,Matchweek 10,Wed,Home,W,1,0,Cruzeiro,58.0,22517.0,,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-07-05,16:00,Série A,Matchweek 11,Sun,Away,W,3,1,Santos,58.0,4942.0,,4-2-3-1,Felipe Gomes da Silva,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-07-08,19:30,Série A,Matchweek 12,Wed,Away,L,0,1,Chapecoense,59.0,13916.0,,4-2-3-1,Flavio Rodrigues Guerra,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-07-11,18:30,Série A,Matchweek 13,Sat,Home,W,2,0,Vasco da Gama,62.0,34464.0,,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-07-18,18:30,Série A,Matchweek 14,Sat,Away,L,0,1,Flamengo,60.0,56927.0,,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-07-25,19:30,Série A,Matchweek 15,Sat,Home,D,1,1,Sport Recife,57.0,33437.0,,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-08-01,18:30,Série A,Matchweek 16,Sat,Away,L,0,1,Fluminense,54.0,33288.0,,4-2-3-1,Wilton Sampaio,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-08-09,18:30,Série A,Matchweek 17,Sun,Home,W,5,0,Internacional,57.0,42432.0,,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-08-13,21:00,Série A,Matchweek 18,Thu,Away,W,2,0,Atlético Mineiro,41.0,49047.0,,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-08-16,18:30,Série A,Matchweek 19,Sun,Home,W,2,1,Joinville,68.0,31183.0,,4-2-3-1,Jailson Macêdo Freitas,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-08-23,11:00,Série A,Matchweek 20,Sun,Away,D,0,0,Ponte Preta,41.0,8612.0,,4-2-3-1,Emerson De Almeida Ferreira,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-08-30,11:00,Série A,Matchweek 21,Sun,Home,D,0,0,Coritiba,51.0,46000.0,,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-09-03,21:00,Série A,Matchweek 22,Thu,Away,W,2,0,Figueirense,37.0,10823.0,,4-2-3-1,Raphael Claus,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-09-06,16:00,Série A,Matchweek 23,Sun,Home,W,2,1,Goiás,68.0,29184.0,,4-2-3-1,Sandro Ricci,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-09-09,22:00,Série A,Matchweek 24,Wed,Away,D,1,1,Corinthians,46.0,30126.0,,4-2-3-1,André Luiz de Freitas Castro,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-09-13,16:00,Série A,Matchweek 25,Sun,Home,L,1,2,São Paulo,48.0,44227.0,,4-2-3-1,Sandro Ricci,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-09-16,21:00,Série A,Matchweek 26,Wed,Away,W,2,1,Ath Paranaense,52.0,13619.0,,4-2-3-1,Braulio da Silva Machado,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-09-19,18:30,Série A,Matchweek 27,Sat,Away,L,2,3,Palmeiras,55.0,21257.0,,4-2-3-1,Wilton Sampaio,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-09-26,21:00,Série A,Matchweek 28,Sat,Home,W,3,1,Avaí,52.0,13251.0,,4-2-2-2,Marcelo Aparecido Ribeiro De Souza,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-10-04,16:00,Série A,Matchweek 29,Sun,Away,D,0,0,Cruzeiro,51.0,29294.0,,4-2-3-1,Heber Roberto Lopes,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-10-15,21:00,Série A,Matchweek 30,Thu,Home,W,1,0,Santos,48.0,10496.0,,4-2-3-1,Marielson Alves Silva,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-10-18,17:00,Série A,Matchweek 31,Sun,Home,L,2,3,Chapecoense,50.0,19925.0,,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-10-25,17:00,Série A,Matchweek 32,Sun,Away,D,0,0,Vasco da Gama,46.0,20207.0,,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-11-01,17:00,Série A,Matchweek 33,Sun,Home,W,2,0,Flamengo,53.0,37793.0,,4-2-3-1,Braulio da Silva Machado,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-11-08,18:30,Série A,Matchweek 34,Sun,Away,L,0,1,Sport Recife,45.0,11091.0,,4-2-3-1,Heber Roberto Lopes,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-11-19,19:30,Série A,Matchweek 35,Thu,Home,W,1,0,Fluminense,59.0,15909.0,,4-2-3-1,Wagner Reway,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-11-22,17:00,Série A,Matchweek 36,Sun,Away,L,0,1,Internacional,45.0,30692.0,,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-11-29,17:00,Série A,Matchweek 37,Sun,Home,W,2,1,Atlético Mineiro,60.0,36862.0,,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-12-06,17:00,Série A,Matchweek 38,Sun,Away,W,2,0,Joinville,48.0,5979.0,,4-2-3-1,Raphael Claus,Match Report,,brasileirao,24,gremio,d5ae3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-02-18,22:00,Libertadores,Second stage,Wed,Away,L,0,2,br Corinthians,,50000.0,,,Ricardo Marques Ribeiro,Match Report,,brasileirao,24,sao_paulo,5f232eb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-02-25,22:00,Libertadores,Second stage,Wed,Home,W,4,0,uy Danubio,,,,,Enrique Osses,Match Report,,brasileirao,24,sao_paulo,5f232eb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-03-18,21:00,Libertadores,Second stage,Wed,Home,W,1,0,ar San Lorenzo,,,,,Wilmar Roldán,Match Report,,brasileirao,24,sao_paulo,5f232eb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-04-01,19:45,Libertadores,Second stage,Wed,Away,L,0,1,ar San Lorenzo,,35000.0,,4-2-2-2,Enrique Osses,Match Report,,brasileirao,24,sao_paulo,5f232eb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-04-15,22:00,Libertadores,Second stage,Wed,Away,W,2,1,uy Danubio,,5000.0,,,José Argote,Match Report,,brasileirao,24,sao_paulo,5f232eb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-04-22,22:00,Libertadores,Second stage,Wed,Home,W,2,0,br Corinthians,,40000.0,,,Sandro Ricci,Match Report,,brasileirao,24,sao_paulo,5f232eb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-05-06,22:00,Libertadores,Round of 16,Wed,Home,W,1,0,br Cruzeiro,,40000.0,,,Carlos Amarilla,Match Report,Leg 1 of 2,brasileirao,24,sao_paulo,5f232eb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-05-10,16:00,Série A,Matchweek 1,Sun,Home,W,2,1,Flamengo,54.0,13656.0,,4-2-3-1,Marcelo de Lima Henrique,Match Report,,brasileirao,24,sao_paulo,5f232eb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-05-13,19:30,Libertadores,Round of 16,Wed,Away,L,0 (3),1 (4),br Cruzeiro,,37719.0,,,Andrés Cunha,Match Report,Leg 2 of 2; Cruzeiro won,brasileirao,24,sao_paulo,5f232eb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-05-17,18:30,Série A,Matchweek 2,Sun,Away,L,0,1,Ponte Preta,59.0,100.0,,4-2-3-1,Raphael Claus,Match Report,,brasileirao,24,sao_paulo,5f232eb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
